customer_id,customer_unique_id,customer_zip_code,customer_city,customer_state
51ac86c658c5b32eaf747eb4287f9e34,1ce6662e2bd2879094fb4118f6b2d578,4253,sao paulo,SP
2c3bd36048f62f4a89633435b5e2a094,eb6498bc3ebfad8980c0e5a34a996a46,6786,taboao da serra,SP
65b61ecf5364db9f364ce0140d45fd94,709f1bde1f5617a9f602d7eb85c60ba8,45656,ilheus,BA
bb0ca8e854a4a269f7d18895837927f7,9a365fe0fef7cd6ba1773ae9efaecc90,26261,nova iguacu,RJ
596115f3401ce7826f03ca7c3d81392a,0dd643f968d1268457ca7311eb347e74,31990,belo horizonte,MG
bac56672aefaf3167d4d46c1ed0fdc92,d176ac39b9805bb7fb8332a47aac0993,1031,sao paulo,SP
a271788c6bad8633d39fac1fb388f677,ce2edf6f5fc654e01e3d1a72ef1614d8,4207,sao paulo,SP
46c08b900dd90ea7d27b275b92a713e0,f84a44a2163992a68c8dbfa26a8fe79f,6410,barueri,SP
38d52de4844d8632a80ebf998942116c,f93ea08ded32a5b926f9dd98c1dbd61d,14620,orlandia,SP
ad10ccfd2201e0587646955cea584e37,f890e9b2c43fd7370449fb9b89a7fc53,13219,jundiai,SP
3d8e1f7bcc45c0bb5538cfaa0d1a1437,903a7793791fc37b61e3f0769e2c9132,37474,dom vicoso,MG
c6afc87168ed229907f48e0b57f79ff4,728c6a3b4c03e58b40127480f572dfc5,78075,cuiaba,MT
d27615a51a5038316cd58427648a46a2,74af582ebafc33d4f3d703257159773e,31210,belo horizonte,MG
6915da0cdf79a9e591f34f7feec9af86,a6c56fed631b174328937ede769d7746,88054,florianopolis,SC
fd96f7c811ef18a28ec69e471328b60b,aee141085e7394b0d26736b002c65413,6149,osasco,SP
efd4f4482383fb800db09386eb83f7d1,1cd1cdfebc79a93fc8f14e727ebb9f46,31950,belo horizonte,MG
8f6abc9f0ebb17ff05eceed089187832,33d32ea81f404c8700d31dccbd04ed18,17523,marilia,SP
040d91478309e90547cb930b7405509c,8399fd4d16eb35256fea5735e18e5ed2,59612,mossoro,RN
36229c07f9122516f4f75bf0f53f445c,5f3a1cc35c80ec1594c431b92ba2da32,9991,diadema,SP
181726b449c55cd7f8338b5d4609c2dc,7cacb8e960b2e07264dac972eb1acf29,35460,brumadinho,MG
d632b70a707a6d9e5ec9c17ce43818f4,62e56e1303a37e1ec99b7b7330aaadba,13495,iracemapolis,SP
76d89e16f546f92eae4259a7a4340c6b,d1308d535439be93a45a7f8e5703420d,24315,niteroi,RJ
9f0d658ef3d6f96143d992b4496304e5,e30301a795004ac814b1ef8be6d5cb51,4311,sao paulo,SP
9d5624c559f9227e5c189106774bb567,dbb8985cba830b580df7d14ef6a5d548,4724,sao paulo,SP
2ec4467dada4e104afc5b57443546202,727a7af284480a3e04b14a527f8b09e4,13920,pedreira,SP
258c52543b8045fe23644c47a645c9fb,de6150bc32a048990e6cbb6dbd3825bb,60822,fortaleza,CE
eeb02df937439b2ac1639ce6bd8ab5b9,15587751b2c24cdac1dd1c8b4647d55f,23092,rio de janeiro,RJ
1a0bc7cbd12289b4c6429ca29e1b9b84,93a5ea38aa18766f18d2c3cb70035e81,27525,resende,RJ
d4c547df5739177e4e0b58fbf2004186,bddfe291329cddc03ea5da8ff92f677e,13345,indaiatuba,SP
ab4764e19b0376c21427606045dc6ca9,3c548f8815ccc730a538bd754b555dfb,84430,imbituva,PR
a0000ce2fe61df5f6fbf6d47eecef0b4,11f0bc85ae382fbd868f943ff5f6d927,91720,porto alegre,RS
7976fcdfd283f91c4823592a96853e0d,78d79858662c99b94b69547d9f80e061,86975,mandaguari,PR
b0daafe7a7f8cd393321fdb6f391e41f,4c7131b6f8081f1fabb06d2f532d2743,5037,sao paulo,SP
80bcee93c907cb4fb64b23400031298d,864b8b808aa7e1909150786c752338bd,3551,sao paulo,SP
ce1bcfe3b3c0ee8f1d421a3eb754d9ce,f0a37349de902094650c18655a82b98c,37810,guaranesia,MG
e5fba111f13de7769d28eb3a33dc17a2,611498b1bc11746dc68c832f54eb55ae,17730,parapua,SP
0a884d4b833450da796608869e509d8b,9b16f87b2b40c88ee30565061ba55e38,5630,sao paulo,SP
a64f98b1b0d8e2ca4cba10a0a2adb3c8,48fb6bd698dd6bdd87a263c713f0b1e0,32405,ibirite,MG
5491f5b2f7ef061ae1fb0b14b0fcb434,f59f93013d1303b74bce6e947e4e5a32,85810,cascavel,PR
9df7cb5f930841ebc5cd338278f2a391,ed38722126c0e60b02f6bda185762c60,12914,braganca paulista,SP
1d1304f7c4219c811517a8efa5985b39,1a3497c1968b8a64c45e06d0ec3e3c4e,35550,itapecerica,MG
cc2442429887bd07a42a7481aa55efb6,c51846ed479955e68bc1c14212124068,70292,brasilia,DF
75c610c81bc7d8a4d8f1629725bfb2db,55b488a273c6ec9ca293736e9a69d0b3,18045,sorocaba,SP
f4b8696f625adaeef763cc9cd712c921,ef6b4c0581dbf34e6eb5e33e0094c445,66050,belem,PA
ff6e14131c33b3c03410f91497936db3,6466c48d5e8e871ab2ebf54b2bc13555,13275,valinhos,SP
f16d1dbb62900f4dc430b12e962308b8,0dd75a890c0714ff108b60f733ea6055,36350,sao tiago,MG
2242fe2392c34d8a58f3197edc4d1d06,7a40da3af7a607c7275b9b8f71d730c7,5853,sao paulo,SP
16961e4900ce6f06e72342487ffe2297,1a908dd3452fdc766476d916d2d12d78,22631,rio de janeiro,RJ
82f6a7b92692b8658dcde6117abdea48,a8be8b2b5242afa034aea9f1ce38e15b,6097,osasco,SP
2e9b45811263327e120fdd8f4797fad6,75a2adfe9f86d401f24b5fe2eb9a582c,12951,atibaia,SP
f91ade93850e6834ac6e241c2ad52735,1c2d9586a288f287f1de389496e05bda,5687,sao paulo,SP
7ca34205b38053505f971f4545081027,71d0bdb856934e63fe9fd8019d7e3dcc,57038,maceio,AL
c8597df03da73588699da471aaab499a,9b785ba9f0eb9634f87b2676139c0af3,95800,venancio aires,RS
f0aba5723a12e77d8cf791532e415151,c1134d89110eb440df23bf32a19aacdc,41680,salvador,BA
01d46d05097a25fb0d755e86ab3a6fb3,cc0a20a60b9f024e1dfc45b4e0ffd444,3086,sao paulo,SP
da00492083a7fff9c05545ee4eecbe12,f215fba80011104b8b5ea11194089682,19770,oscar bressane,SP
583c711cb83b8f2ef170484758d2a4d3,9cb05885262e3459811af52c1818e354,4617,sao paulo,SP
a576cb7e83a15a60f7d5da21cba053cb,5785cf54e1da5487926c924a625856b5,88353,brusque,SC
8ff6d9dfb88a4455c0f8593174b1f40b,db8486f106d2a7d4136a2cdd32ae7870,29175,serra,ES
d228372e688f6c326c828e9ff761dc37,d01945e39c3efab4cb031657ef8f2766,36013,juiz de fora,MG
cdd95abd40476a4f5f391bbf0edb3735,fd095bb7ea8bf82fde1a1c1006d4774c,27331,barra mansa,RJ
cf78fe7532c375731b3d6ce693a8600c,05888a33939ad06881d380349c0d0b1c,80230,curitiba,PR
4aede30e7fba0851ea1d42c960892843,0e0d3aed77ac2e3746c2ddc3101e3d43,24350,niteroi,RJ
2c5a9bc89fc2aa27aa2f47a451840a0a,57e55b8b76e3e05a0604698a4b3f3243,5632,sao paulo,SP
7257b139a7933c4c3cc9ee40b1628ab3,4de69aa560c740d61d03eeb43b91d9ce,35920,nova era,MG
ede24a3cfbf8a9ae0f78446e9fd877fa,ae7ad692ad92c6367f2dcf2195ca45a0,81070,curitiba,PR
505e0370f6fa6332751d13b2f8b34030,4d923b47a6cbccc98ffdacb9ee2cdbf0,22230,rio de janeiro,RJ
ac7fdccf1cc317b11daa5bca630c91f4,926e3ac6b8dece3ece38d28f18d15bfd,5415,sao paulo,SP
678e74c9b366ce75f5c373f8c1562fe8,f1dd3da0ed3a1ba8643a2e032a051568,17201,jau,SP
cf961b2fa8aab707b6ecc18fb472adff,b33ef69cc2695094da44ff68410a8f73,88350,brusque,SC
20739257747044d02d19276bacd71f66,5885c1e845a8398976fd1da05de50463,79094,campo grande,MS
b636ce46b14f0aac0e905d9410c0c3a9,d0773c6b2cd9c28c8885acf214f04f5f,20745,rio de janeiro,RJ
d32a6b048fd35e64ca76936bb399f5e9,987e22eac5949e6c50b411cdc386b421,45012,vitoria da conquista,BA
9bda10248786f46309dba93990d52a4d,c018a187ff88529ff7f4bf7040cbc477,13450,santa barbara d'oeste,SP
0e32e68dc972a0647c0b50affe1f6f5f,cfc6b57f63e26d893f225263009fc719,24750,sao goncalo,RJ
cf1505cdc6d77f257483919755e7f0f4,cefdb91357475980574f85364e5c8fa8,44031,feira de santana,BA
b388b2797830d21dcad966b748af7a9a,d6596b360d7098e1fc0eacf0711cfab8,9434,ribeirao pires,SP
11261168a6b88ac6f1187b7d8b03453c,9af948a77504ea80a0a3762bc51d806a,3717,sao paulo,SP
7332ab77b4f9e949485c129a42149b9e,e32108437b7ddcd30eeeb14110680a8b,5332,sao paulo,SP
a66e526a17860943206e0228567a2a1a,37d537a20fa2fa2de974af98c552fdfd,87555,sao jorge do patrocinio,PR
1de558d80912c90b13b12b010e5ffd85,9114e0dc6b56a93f67fc787a16d0ade8,45993,teixeira de freitas,BA
1e731fba87f0c669e7909fb9a7ce408d,5be2630961b92684db5a1db32cbd41bc,80250,curitiba,PR
59ba651277a43bd5a948a7613b731907,a14b178930d5095e2beda5ffa0641e7a,24240,niteroi,RJ
789e7fd3b32368aed09a7971f76758d8,0c93af7b12937811013ec6514d609ddb,2132,sao paulo,SP
6fb5645658e5c19c7a9fba3bfdde25c7,b269cc05ca02159cd809220c6d57a7fc,15040,sao jose do rio preto,SP
904bd8e98e800d6531eb4afccdb8abd9,0cdfe74aff8aa4116f69ee4277601a6a,90130,porto alegre,RS
35247293b6797becb9d7750b318b85f5,12c9171ee18219cbf18fcfbc33e0c064,35702,sete lagoas,MG
a0af680b53dd9ddc1df27ee4a01fe25e,c233b70d51175e6c74cae2c48b6a9185,66813,belem,PA
6166d475cc68bdeb964bee918448f0d4,977b4a7bb7d2b75fcf72d0b2079f6078,13083,campinas,SP
01ec27f833d99e889b944c5112addff9,dc316d7b72678f31955bd54ee0b4f58b,11065,santos,SP
d3a69c89043aa2f5871e2f408f9c586f,430aa07102022a3a0c84bf3a9d6a9961,99010,passo fundo,RS
47fd546b958abf99f25c4932e57596b0,2e3f67cd87672cc4b0642aab116554e5,35661,para de minas,MG
461f9c2c10c3c00e79b5cae634b5acc8,31062e53039941e4a9ea7a0163fc47e9,76165,americano do brasil,GO
ae09265033c20c67616e5ce8369d7537,58325acdd6f37b9190303a387572b5d5,82520,curitiba,PR
ae5885f1bc253502b27227a59692081b,1f65f8bf7307ea4b643dbc85bb1bd613,89255,jaragua do sul,SC
07f51f870d88165a02b1f3a9946cd1b4,4793effe83c817a1cb4491e94a0e401d,89560,videira,SC
a19591cb42cf3526a2f767bdc2946990,eb7cfc50754f21b955a078be34efe076,65295,carutapera,MA
7f499cd2dcbddbb1f9e2657f34a799ab,c644c379a96ef9468f073699ae37a84b,45027,vitoria da conquista,BA
cb3d59f26edf3671cb877253c71bb330,7b19fbfa8f7391f674e02488c025a8bb,6542,santana de parnaiba,SP
866ef94597e7c918f4f3b8e0ea3af41c,a124fc2e9840df0966d840479d22b9c0,80230,curitiba,PR
88c4345364141e6e89db240bd02b1dfd,7e511134d42abbdf2343f38b310747d8,3936,sao paulo,SP
18abbf4ddb0d8414b4f9de1d7d865fb3,f3cd4edf8e8a2fb21b3291cb195e5e59,55470,panelas,PE
a25e45534cc339ba71eb5c0de2a3ad99,281033552e7e74124cd83d3fadae538d,90410,porto alegre,RS
4a3ceccbd2b8304e6aa7c986c1a4f755,746db413bf377af701e6dabdfb3509f5,5409,sao paulo,SP
19feed19b2084c7a8d30c3157e3c664d,30c0d043b82e9cac959a450524b47c0f,9371,maua,SP
e63c6b323e4b6afb6a6d9b219853ce5a,baa50cf818db1f162213ee500abfa17a,37410,tres coracoes,MG
fe4cd49a6a118fc3d433903c6b3187b1,8c49f79003f8aac92603a90876cc5c71,87505,umuarama,PR
1df78c923a7db9f4b3f8bf63edf7adc2,6c9db1b2aae6d3fa10ab0d83db507ddc,13082,campinas,SP
ee631ea57c3a362e86099783950118cc,c711e0c6b9f24e48cce494f5c29230a0,17580,pompeia,SP
a2fec579a2a42e83cc3779891266ce5a,3c17f3270f1c874445ccccfee95fa17a,11705,praia grande,SP
efbad0e343e190019792deb0edcd832c,9485eec76fb2c434bb3ac02494be7c4f,70070,brasilia,DF
5c2ceac1bbf7f59ea08a70dd69186752,586feebc720da38e7dafdb731a780b88,19200,pirapozinho,SP
1fc9900fcdc29bc77cbb2125c60e2209,3b49bc7a7e31591ca95280e964feeba4,90035,porto alegre,RS
c059dcef92920c07d144df67f548e128,1aa85ded226490852007048b31ec9134,13995,santo antonio do jardim,SP
919af88e1a7b7b4dddd2a0151a1de826,54d2f3f6efcd39875b4a81b2b8b03641,17057,bauru,SP
75e1c6b3663a6b192922db91c754d164,44c25e0d681c18ccc5461789f3cac74f,48900,juazeiro,BA
179e91a770ae20a05066598888a0d3ae,7d834f25bc4e9c7905f9e31e1c94c51b,8382,sao paulo,SP
76d021f040aed67b05b1c76350fa4a35,2ff5a158a294eb0441d9a1cc0135826e,42802,camacari,BA
6cfeaded31c296bc1201f7cb08c4c83b,7a43b10aeea933161f61890f838d1cef,13219,jundiai,SP
31c888821f6dd43346896c5732024762,72b43a3cbfcbf7f7b6c08deed86d7cc7,4613,sao paulo,SP
451ac6258b909f1026bacd12f5a58e47,d8aa989e502c162456da4c7da11d7bc9,6763,taboao da serra,SP
7725b79e7d1dff9dcad0f1eb02ecedcf,d75d064ff4cf3a687e2de72142466e06,27197,pinheiral,RJ
629abd181c1d9ef4bb09740b75ad1cbc,21f3e8fc2cbd789feeb985a80f6a55b1,9321,maua,SP
55107bcafecb383c71aed2728382a3cb,0575cd7136225e48114040a0722d8b14,87970,nova londrina,PR
b62b6b8762d3be392c8a2d6acbd3c881,3366f554757da30446c5f0ba9f3c8e91,36092,juiz de fora,MG
ee5974ee702f618b5583ac421f5a8b03,fde980b2d3e8e68d677ae07c1c9de60f,36600,bicas,MG
c83db752df8e7cdaae6f13ab0c2572f9,2d649136dd000a41bc7d1799c0d39249,89908,romelandia,SC
3f177c07b625f8800aa7b8fd5fc2a3aa,35bfa12001f8a1b790b280f937f68864,39935,santo antonio do jacinto,MG
51f85bb5c956b0958c65dfefdf996a83,ff6071b8db1b9da6ca797d56bb0136fa,66095,belem,PA
e0351bcc6002fa51ad0dcdf775866672,e039e48b34bc0a8730a11b455d9b43c6,7704,caieiras,SP
087c08f1c244014ad1decff147c3c038,cccd50988ef52de84f8ed4002fb28ab5,36010,juiz de fora,MG
50de731496c823a245e5e56010a3efcb,454f3ebfaa5cf9b2f1dfdb33303df684,87200,cianorte,PR
249cd9bfba695e40ffb2fff9f9eb9d89,5eb34b22a2e75ccc6df91f1a88fa7088,3935,sao paulo,SP
9582b93f8a5b04336d13454b876e72ba,58e41c352b12a7e96c322dca803dc08f,64053,teresina,PI
a245c1a62012e749291b8bdc54db0569,1c3710b8934ff9df4ad9ab20dfab48f0,24020,niteroi,RJ
e25c30386baad502153f382e3f8fd9de,3d97b4dff4109c1a1398e97b0f4e2248,35180,timoteo,MG
d151f9375523a84ea9a619a40594b98e,1b47d90dcc64ba06f431baa262be1518,88311,itajai,SC
c58d940e46fef3a1ccee5f0839fb5442,c2ddf07ff31aca9c92ea28a338b71549,9751,sao bernardo do campo,SP
1c117dc3ec342ed88164b572f61fdd33,71929a0b6f50f889c540808d261de832,36083,juiz de fora,MG
e33e568062286f43312d811a7ccf21eb,95c90515ca5664c728498915df92b4c4,38307,ituiutaba,MG
03763b8972b5dc67dd9adbafa0256e16,9b24b12d934da66967828f603b8a1654,33821,ribeirao das neves,MG
2212ba48de3178b1e25a24eee16e3c27,c27b3b31889d6298101191434c42b44d,88063,florianopolis,SC
ef1e161c896524bd9b91e77ad5e5fae4,d9647dd72c6b946acac7612123880b98,37542,estiva,MG
f010ffddee856fec238b164d2d5e6e9b,36473581361bdb3823d1fe6d96955354,54120,jaboatao dos guararapes,PE
b9bdb8462ebf51bdcbf78b442cf43ed7,6cbfb72d013c43c4942c72781ca0db27,2441,sao paulo,SP
665fe3b7ab435cda0fad0c3cbb1c51dd,29d4565784c57f7afdd2d646af68f6d7,74085,goiania,GO
7b4af48119080837db56a8c7d53ecc08,6e47014313b6b80ef3dd44568083862e,6472,barueri,SP
f13d3b0c4676194b009c5829627f334f,4e9a52af54abfaa35bcaf6bca581fd04,87208,cianorte,PR
046f890135acc703faff4c1fc0c2d73c,70601471b692cc0879300373118041ff,37640,extrema,MG
4d4200b96b8a9f6d9c8dabbc0e47e028,cdc8a55939d542adcdcf766ce064a40a,15400,olimpia,SP
427f4df1b62718a2a2e0ebddebfa4247,d31e7ac7a697833df547fe5130595da7,38320,santa vitoria,MG
e6aa70ff0bfc37d68295ff0778e5559b,4bdb9fd495ccd165cd79165833858258,20030,rio de janeiro,RJ
7aef00cf795aa8c47871a0d42735ec6d,26ffa3cfe15b987b017872a163c38118,88048,florianopolis,SC
5dfe9c93ab809b674f6d8f1e0f07a840,554172b67e9de277aae26d3e894ccd6c,17340,barra bonita,SP
e64aa02afcaa1e3d4ce21e3bee093bce,c553acdc51975662d2b5bed35a39adc5,88370,navegantes,SC
5b536bd453932eaeb114ea0bb8baf5ec,ce6ab65fd6a824296f5c16998568824b,22620,rio de janeiro,RJ
e72d423805669242172f8aa4355838ed,dd94062410a20a56b8361c5215135509,4558,sao paulo,SP
288e976c94e837a29abe6b90418dcfef,af909ac0b64b17367c81a96d3da1b91f,2188,sao paulo,SP
c0b85a1f2e552f8f4777d3256c3cd3d8,214f7f00e0d787d65a822c8ed3e9c2a7,38840,carmo do paranaiba,MG
046898f5066f7287e47eda8a80c80a56,b82cc08ec7069053a3f5219ec59d3497,79470,rio negro,MS
fb0e3031b682ab120b14837e01cdf839,63a53df94645db327e28b29d34940e52,18400,itapeva,SP
456a071d45cbb3cc872071729ec31dd3,09bc7afc3e8d8dccaffd0b16944a91fe,4040,sao paulo,SP
72d6ea9753dc6ff3c78520f034de713f,f5065f93ebdc3b7b680c3313b0c35999,4109,sao paulo,SP
9bc32a462fa8f837c3d8a07e927575e7,5bef53f126380b6d5e5709ce9b802064,29102,vila velha,ES
a732e3e70fe678aca25c0e1fce6c93b2,1d595351d8b1153bc10dfe9870cc91f7,74480,goiania,GO
b764cff9d626b19490fcee7d63ac872b,d12dd99a957880c37a19daffeb105410,21060,rio de janeiro,RJ
7c4e5904ef1afb0cd43a369ea4dfd2e5,ab22cf8f7a021ecbc9a7a43da4404c49,96020,pelotas,RS
0839786620cd7ef6e2da4abca81ac42d,7cc84ca2c968110de3d5fdd67e5d0589,12403,pindamonhangaba,SP
6892fc610c58fef96c0d77c049870cb4,f3df2b2a8593485885efc73fccfeeef6,18050,sorocaba,SP
9a01c7cc4f52b20701105871df725b76,9e8e26fc9721e032f74d65f8fc2d3634,75470,nova veneza,GO
4f43800c561a29217ce7b1812270a79a,b26a86a8042d8ee23390c8887d24c458,29200,guarapari,ES
a231b125960f091f4d3e96046f0b8bdf,c27d3a90acbd0e5e8a4fb693a7d793e9,86050,londrina,PR
c9fd6700a8b99995b60095c7135aeaed,9273cac3f94133e3229247ea6d633b56,12244,sao jose dos campos,SP
caed27153d7dcb652fa5d30fa4a08930,5cf4e0deb70db6783df2d23d7db1f9b1,11740,itanhaem,SP
bdc8a93d24ec975556babebc0bdfb9c3,4df4fdcde7ba957452fe40790c80d35e,18900,santa cruz do rio pardo,SP
2d501042279d9347f808c2274f791276,96fe338efe938c699955775b9218b78a,17580,pompeia,SP
a3b728c3afa0306ff8cb0453232096ab,9a6618803bb1d1f6835400a7d6c2be17,96415,bage,RS
f1cecb0d53dbf7fa857a3d17bdb43e52,f6294fd0262a8c15fa861c2604330696,40155,salvador,BA
e0ff14c038823f8ec538acf57d920b97,ca4601bf00c1021bf16c4a0dad185d96,4475,sao paulo,SP
97664c4def96cf5c56c4cfc28c5062cf,8d2bd90836fecb71f7746d84bb1c54bb,4833,sao paulo,SP
8450bc4f0cf0fba040163c4024ae86d1,2a9a9283ac70bd5f1a56e6747ddbd906,17120,agudos,SP
21583399870ded9e42b389e36358d020,b27631b5636f97ebf602e50b2bf7f30c,78717,rondonopolis,MT
77128668aa910d3b2fb6627ac64c709c,e1e3b184a4522fa372202ae55ee73ab3,12400,pindamonhangaba,SP
85f0e92957e9fb9c5f72ba5378f492a0,cfbb7c1c3d613d974eef515b180e2c9b,23060,rio de janeiro,RJ
205f0ff8598ac037f52616b3edf13337,11261d6c406cfc26a6749bd5cbd45be7,62800,aracati,CE
34a9148b2ea1f6542b26665326795232,f31af30f9cf0f672a3bb183eeab1e798,23025,rio de janeiro,RJ
2a429fa14ae0251bcd2b942d4f115820,79093f1f5356ceced1473035e849be7c,41615,salvador,BA
9e3fe122c953e6f616a2d6bb78307741,c94edc4af5621bb5f8c914b3aae0d428,6213,osasco,SP
594d026e19325c3e1a570e17b0cc0543,aa35650a86af4216f8a8a5c90339bdd7,98870,girua,RS
92ff4a1cd03e989698328acb4c3fc46c,daefb889f38f3b8b82e2b467a6a024e8,38015,uberaba,MG
34c7f6d763e368d684f4b4b9add0cd38,611452946061baa09959b0154b492c26,5717,sao paulo,SP
5d000c4b96c4f8f9db7adf817a7bc2af,9c397332d189c72d6a05c90e39d97170,7852,franco da rocha,SP
5c5ef261a2d3c2bc6221ec5986bbb5f9,c96990a8287af2833c29ec5c745ab315,35180,timoteo,MG
4aa0d6adee059182407747d0e67da28f,0a0ddd2126c26c78e3e691cf382525fe,41820,salvador,BA
5d74d4946913c1e86db6ea898dcf43c7,cde5b43ad5e1af54fec52c32e16b018f,3818,sao paulo,SP
41adeff6ad4868b175f8bc77e2f9d29e,6ab96520c4d541ad1f3e3e376bc2fd67,12903,braganca paulista,SP
bffccdc4f614a1ce8fcf750bb0a7ab9d,e4629ef570a30f5c5a420c2ef532723f,45602,itabuna,BA
36296254382f4dba3677937dcb5285f5,23aa908cf09e5a2f1c68dfd16af043ea,30642,belo horizonte,MG
8f5ead3c699b48e6e15fbc1c6a630e5a,b9c3dc12001699a88211928c941c0af6,86015,londrina,PR
f0c3d576e70e1eb0ae245c9483b5ad95,2387ea96eab15fe3fa4b06573ab1fb68,57920,sao luis do quitunde,AL
bbfcd35b7bde08b872286d6b3d74e254,8b562fe20fc1a0a18898b2dcd62008d5,13601,araras,SP
ea2b2f7e718f4cf14d2d4138fbe3784a,951e43ac800150729e3a81fd88e64503,2521,sao paulo,SP
05f830d6d4afd135824b04ce45d20f00,d07fdfa2b78ab36b0f339706aa4f5a09,94960,cachoeirinha,RS
a5051052c4be00ce48877050cb00b70c,b1c207b21ec575d7b1668079a5e215a8,64235,cocal,PI
9e46cd038b5901d785b0f1c080cd3f22,fd517a1133b6ba3fa86859e6f11731de,5573,sao paulo,SP
770946d4994fac90f3b62e650bcd9670,dedcaadfb4f32c9a0e477f198645aaa3,87030,maringa,PR
057ab3c9006d239fa05fca50c8be5df4,e868f393d1adcbf45312d7e72d74eb55,22011,rio de janeiro,RJ
02d5496b9b45a41b93e234d3a92eea0e,a7c14e93bbe5b0fa949c03c3c1eecb26,15910,monte alto,SP
6ce4836a1e0c3324d4aadd6832fe151c,6fdb6280d5fa94daa8dae1ea21b7b228,93950,dois irmaos,RS
0e9d153de61896911c7d236b8a6c1886,119606479bd91b852d2237c3505e647f,9260,santo andre,SP
75c0bf886809c6971760439a7a71a89c,d17419863ca06ed79a31857bda44bda2,37270,campo belo,MG
a1d1ecd237076de2d356d68e839faced,be2a6ba6f77e333c3c2d42228666cfba,18116,votorantim,SP
6b9c954ac26835161d0f34df89ca1175,50ec8b3270b283cd2e3795d744932c3f,2201,sao paulo,SP
684fb41123159abd77da3416cf999acb,c926cbf9098cf4c255d539ee45173d8e,22011,rio de janeiro,RJ
930bad6ba843cfae6c6f9ec4d673f276,deb7c01a9d320206a6e1502e6e80d7e2,24412,sao goncalo,RJ
96d9829ca69e8dce63b27175fd729e54,24b4663e9ed08d1cf20ab7767b3250a3,9932,diadema,SP
86cd09e980bd8785a301c2203c6b7a17,6409620ae98eb10466867c1b1e3db5da,5763,sao paulo,SP
93d5c28a557158561f6ce4c7a5f7001a,17f2fb688db56f722a0d628586df05a5,36895,vieiras,MG
52a893aacffbc06f9c3016e3664c745b,14016c4d7be528f22d08f343f2e08219,13050,campinas,SP
